LocationID,ACCESS2,ARTHRITIS,BINGE,CANCER,CASTHMA,CERVICAL,CHD,CHECKUP,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DIABETES,KIDNEY,LPA,MAMMOUSE,MHLTH,OBESITY,PHLTH,SLEEP,STROKE,TEETHLOST
13307,27.4,27.7,14.3,6.0,10.8,83.5,8.0,78.2,57.5,9.5,18.3,21.5,24.3,49.4,15.1,3.6,32.9,74.5,16.9,37.9,16.3,42.1,4.7,25.1
13309,30.3,26.5,15.8,5.9,9.9,81.5,9.0,76.8,54.5,10.5,17.0,19.7,26.5,45.5,15.9,3.8,34.5,70.9,16.8,38.6,17.5,42.8,5.0,27.7
13311,19.8,25.1,17.7,6.5,9.3,84.8,6.5,75.5,62.4,7.9,23.2,23.7,20.0,60.4,10.0,2.7,25.0,74.9,14.7,28.3,12.8,35.1,3.1,16.0
13313,31.3,25.8,14.2,6.1,9.5,82.5,7.5,75.2,55.3,8.8,19.7,21.1,20.5,53.6,13.1,3.2,32.4,72.6,15.6,31.7,15.3,37.0,3.7,21.0
13315,27.4,26.3,15.7,6.0,9.7,83.4,7.9,77.1,58.6,9.1,19.5,21.3,24.1,53.0,14.1,3.4,32.7,73.2,15.7,37.3,15.5,41.9,4.3,22.5
13317,27.2,26.8,13.7,6.0,10.8,83.4,7.7,78.5,57.3,9.6,18.7,21.1,23.7,51.4,14.8,3.6,33.4,74.7,16.9,38.3,16.3,42.3,4.6,24.7
13319,25.6,27.5,14.4,6.1,10.6,83.9,7.5,78.3,58.9,9.2,19.1,20.9,24.1,52.5,14.1,3.4,32.1,74.0,16.5,36.5,15.8,42.2,4.4,23.1
13321,24.3,25.3,15.1,6.2,10.4,84.1,7.2,77.0,59.7,8.9,20.7,21.2,23.2,55.8,12.6,3.2,29.9,73.8,16.2,32.7,14.9,39.5,4.0,21.1
15001,12.0,21.8,22.4,5.5,10.7,82.7,6.0,74.2,63.2,5.5,15.5,19.3,18.7,64.9,9.7,2.8,19.0,71.9,13.4,25.5,12.0,41.6,3.3,11.3
15003,9.8,19.0,19.6,5.2,9.1,84.5,5.1,79.3,68.2,4.1,20.4,23.5,14.9,73.5,11.0,2.6,20.9,80.3,11.0,24.7,10.9,47.1,2.8,7.4
15005,8.9,21.9,15.5,6.1,8.6,69.9,5.8,60.0,58.6,5.3,5.6,13.0,15.5,52.5,9.0,2.9,14.4,75.9,9.7,24.8,10.3,33.2,3.6,12.5
15007,11.7,20.3,21.4,5.4,9.3,83.4,5.2,72.5,66.7,4.6,20.0,20.2,15.8,68.1,8.8,2.6,17.4,73.5,11.5,22.7,11.2,38.1,2.9,8.2
15009,11.9,20.7,20.2,5.5,9.5,83.6,5.2,73.8,62.4,4.7,18.9,19.7,16.2,68.8,8.6,2.6,17.6,76.4,11.8,22.6,10.7,39.5,2.9,9.3
16001,14.2,21.8,18.0,6.6,8.6,83.5,5.4,66.6,65.6,5.1,30.8,25.6,15.1,68.4,8.0,2.5,16.6,68.8,12.2,24.8,9.9,33.4,2.6,10.2
16003,17.7,25.8,17.4,6.5,9.9,81.0,6.7,65.6,59.4,7.0,23.3,20.6,20.5,60.3,10.1,2.8,22.3,64.2,15.1,32.4,13.4,35.2,3.3,16.7
16005,16.0,24.8,17.3,6.5,9.7,81.6,6.2,67.9,61.3,6.4,25.4,21.6,18.7,64.9,10.0,2.8,20.7,64.7,14.1,30.6,12.1,34.2,3.1,14.8
16007,16.2,25.1,17.3,6.6,9.6,82.0,6.1,65.8,60.2,6.5,22.4,20.1,18.4,64.5,9.5,2.7,22.9,62.6,14.3,31.8,12.6,34.7,3.0,15.1
16009,17.7,27.1,16.8,6.5,10.6,80.2,7.0,65.1,58.8,7.7,22.5,19.0,22.2,57.4,10.6,3.0,22.3,60.2,16.2,32.5,14.4,36.2,3.6,18.5
16011,18.8,23.9,16.2,6.4,9.8,80.3,6.4,65.7,55.9,6.5,23.6,18.0,19.0,63.0,10.7,2.9,21.7,63.5,14.5,34.5,13.4,35.4,3.2,16.2
16013,18.1,23.2,17.0,6.4,8.9,83.6,5.7,65.4,62.1,5.5,24.9,23.6,15.3,69.8,9.0,2.6,19.1,67.0,12.6,26.3,11.3,31.3,2.8,12.7
16015,14.6,23.9,17.9,6.5,9.4,82.9,5.9,67.1,63.6,5.8,24.5,20.8,16.6,66.7,8.9,2.5,19.3,63.6,13.4,30.3,11.3,33.5,2.8,12.9
16017,16.5,25.4,18.9,6.5,9.9,81.6,6.2,65.2,56.5,6.6,21.8,20.2,18.7,63.0,9.2,2.7,20.0,63.3,14.2,29.3,12.3,31.4,3.1,14.7
16019,16.1,22.9,15.4,6.6,9.4,83.0,5.8,68.7,62.8,5.9,23.3,22.3,16.2,68.1,9.8,2.6,19.6,64.4,13.5,31.0,11.8,35.2,2.9,13.8
16021,17.5,24.8,17.2,6.5,10.0,81.7,6.4,65.3,57.1,6.8,24.2,19.4,19.2,61.3,9.7,2.7,21.9,58.6,14.5,30.9,12.9,33.8,3.2,16.2
16023,16.0,24.3,17.7,6.5,9.6,82.5,6.2,66.1,59.7,6.4,23.4,20.5,18.5,63.4,9.3,2.7,21.2,63.6,14.2,28.7,12.3,34.8,3.0,14.8
16025,18.5,25.9,16.8,6.5,10.0,80.7,7.1,65.9,57.7,7.4,22.7,19.8,20.6,59.0,10.7,3.0,24.1,60.9,15.3,34.6,14.1,35.7,3.5,18.2
16027,22.3,26.5,16.1,6.4,9.9,81.7,6.7,64.7,60.9,7.0,24.1,19.2,18.8,58.7,11.2,3.0,25.2,61.0,15.0,33.6,13.6,35.1,3.4,17.2
16029,16.0,24.1,18.5,6.6,9.4,82.5,5.8,65.5,61.5,6.1,24.2,21.0,17.4,66.7,9.0,2.6,19.8,62.7,13.6,31.0,11.7,34.1,2.9,13.5
16031,22.5,24.0,15.9,6.3,9.5,81.1,6.5,65.3,57.6,6.7,22.9,19.4,19.0,62.5,10.8,2.9,23.7,61.5,14.3,33.2,13.2,34.6,3.2,17.2
16033,32.2,25.5,14.5,6.1,10.3,78.5,7.9,65.1,52.4,8.1,19.5,17.8,21.0,52.4,13.5,3.5,30.7,60.4,16.2,35.9,16.6,35.8,4.0,23.8
16035,17.4,25.6,17.6,6.5,9.7,81.1,6.7,65.4,61.0,6.9,26.3,20.1,20.3,59.5,10.0,2.8,21.6,60.9,14.5,34.9,13.1,36.2,3.2,16.1
16037,17.1,24.9,17.9,6.6,10.0,81.2,6.6,65.2,59.8,6.9,22.9,20.7,19.3,60.2,9.8,2.8,21.9,60.5,14.8,29.1,13.1,33.7,3.2,16.2
16039,19.8,24.9,16.5,6.3,9.7,80.9,6.6,65.9,58.5,6.8,21.3,19.7,19.7,61.1,10.7,3.0,23.0,64.3,14.7,33.5,13.5,36.2,3.4,17.1
16041,17.0,23.6,16.4,6.5,9.6,81.6,6.2,65.3,62.2,6.5,22.0,20.6,18.1,63.8,9.3,2.7,21.6,61.9,14.4,27.8,12.3,36.0,3.0,15.3
16043,18.7,24.6,16.7,6.5,9.6,81.7,6.5,64.5,60.6,6.6,25.2,20.6,18.5,60.2,9.8,2.8,23.0,60.0,14.4,33.0,12.8,35.0,3.2,15.9
16045,18.6,25.5,16.8,6.5,10.1,79.7,6.6,65.6,57.6,7.2,24.6,19.2,20.8,58.8,10.3,2.9,23.4,60.3,15.3,30.8,13.8,35.1,3.4,18.0
16047,24.2,24.0,17.0,6.3,9.6,80.8,6.7,65.2,56.6,6.9,22.0,19.4,19.6,59.1,10.8,2.9,24.6,61.6,14.7,33.1,13.6,33.7,3.3,18.1
16049,17.7,25.6,19.2,6.5,9.7,80.0,6.9,63.6,58.9,7.1,23.8,18.9,20.4,58.2,9.8,2.9,21.5,61.9,14.8,27.5,13.8,34.1,3.4,17.1
16051,16.7,23.9,16.7,6.6,9.6,82.2,5.9,66.3,62.6,6.1,22.0,22.2,16.6,65.5,9.2,2.6,20.6,65.4,13.7,34.3,11.9,33.5,2.9,14.1
16053,25.7,24.9,15.9,6.3,9.9,80.1,7.0,65.1,56.0,7.3,21.8,17.9,19.3,57.2,11.5,3.1,25.5,60.6,14.9,34.1,14.5,33.9,3.5,19.5
16055,14.8,26.1,17.5,6.7,9.6,83.2,5.9,66.6,63.6,6.0,23.4,21.1,16.7,65.9,9.0,2.6,19.0,64.2,13.7,29.5,11.7,34.9,2.8,13.1
16057,13.6,23.6,17.6,6.7,9.6,83.0,6.0,66.1,64.2,5.8,25.4,21.2,16.5,66.0,8.9,2.7,17.8,66.3,13.2,30.8,11.5,32.4,2.9,12.3
16059,16.5,25.1,17.3,6.6,10.0,81.6,6.6,66.1,60.9,6.9,24.0,20.0,19.7,62.3,9.9,2.8,22.2,61.0,15.0,34.4,13.3,36.1,3.2,15.8
16061,17.7,27.4,16.7,6.6,10.4,80.3,6.9,65.3,60.2,7.4,22.2,19.4,21.4,58.9,10.4,2.9,22.7,62.8,15.5,33.9,14.2,36.0,3.5,17.6
16063,24.7,25.2,16.1,6.2,9.8,80.2,7.1,65.1,56.0,7.3,21.7,18.7,20.2,57.0,11.6,3.1,25.9,61.3,15.2,32.4,14.5,35.1,3.5,19.1
16065,16.1,27.1,13.9,6.6,10.1,80.1,7.2,66.6,56.8,7.3,21.7,20.4,18.0,64.2,11.2,3.2,21.1,60.8,15.4,33.6,13.9,34.6,3.5,16.8
16067,25.9,23.9,15.7,6.2,9.7,80.2,7.0,65.5,56.4,7.2,20.9,18.7,20.0,58.8,11.6,3.1,26.0,59.9,15.0,32.7,14.2,35.7,3.5,20.0
16069,15.6,26.5,18.1,6.7,10.2,81.5,6.1,66.2,65.3,6.5,26.1,22.7,18.5,66.8,9.8,2.7,20.1,66.2,14.6,34.0,12.2,33.9,3.1,14.7
16071,16.8,25.4,17.3,6.6,9.9,81.8,6.2,65.5,61.8,6.7,24.0,21.0,19.0,61.0,9.5,2.7,21.8,61.5,14.5,31.7,12.8,33.4,3.1,15.8
16073,25.5,26.0,16.2,6.3,10.4,78.7,7.4,65.3,55.4,8.0,22.2,18.1,21.1,55.3,12.3,3.2,26.9,59.1,16.1,36.5,15.3,35.8,3.7,21.0
16075,20.5,25.2,16.6,6.4,9.8,80.0,6.5,65.4,61.4,6.9,20.9,21.8,19.1,61.8,10.3,2.9,23.7,62.0,14.9,36.8,13.5,33.2,3.3,16.3
16077,24.6,24.3,16.5,6.2,9.7,80.7,6.9,65.6,56.4,7.0,21.7,19.0,19.2,57.9,11.2,3.1,25.3,61.7,14.8,34.8,14.0,34.1,3.4,18.6
16079,18.5,27.9,16.9,6.6,10.6,79.9,7.1,65.6,57.1,7.9,23.0,19.3,22.9,55.4,10.7,3.0,23.6,59.9,16.1,31.5,14.7,36.0,3.6,19.9
16081,15.4,22.3,18.3,6.5,8.8,84.3,5.4,65.6,62.9,5.0,26.8,22.1,14.2,68.5,8.5,2.5,17.4,65.4,11.9,27.5,10.3,31.0,2.6,11.2
16083,19.3,24.9,16.5,6.4,9.7,81.1,6.1,66.2,60.2,6.4,23.7,19.9,16.9,61.3,10.6,2.8,23.3,60.0,14.1,30.3,12.9,34.9,3.1,15.7
16085,14.1,22.9,19.6,6.6,9.0,84.2,5.4,65.9,64.9,5.3,26.0,21.9,15.9,69.0,8.1,2.4,17.6,65.0,12.6,27.1,10.4,32.7,2.6,11.3
16087,21.8,26.6,17.2,6.4,10.2,80.5,7.0,65.7,55.8,7.5,20.6,18.1,20.8,59.4,11.3,3.1,24.7,61.0,15.5,36.0,14.7,35.4,3.5,18.8
17001,12.0,26.1,21.2,6.6,9.8,83.8,6.1,73.3,63.3,7.3,27.2,21.9,20.5,65.3,9.0,2.6,25.7,69.9,14.1,34.1,12.1,33.6,2.9,13.4
17003,17.8,30.3,17.6,6.3,11.8,81.5,8.0,75.2,59.0,10.1,22.2,18.0,27.0,51.6,13.4,3.6,34.2,69.4,17.7,42.0,16.6,40.0,4.6,22.9
17005,13.8,26.5,21.1,6.5,9.8,83.5,6.4,72.8,63.2,7.7,26.0,21.4,21.2,61.9,9.6,2.7,26.5,69.3,14.4,35.0,12.6,35.1,3.2,14.5
17007,16.4,25.2,20.3,6.4,9.3,84.2,6.0,72.3,63.3,7.0,27.0,21.9,18.8,64.5,9.2,2.6,26.7,71.7,13.6,32.4,11.9,33.7,2.9,14.1
17009,16.6,25.9,21.9,6.3,9.3,83.2,6.6,73.2,63.1,7.6,26.3,21.4,21.8,59.7,10.1,2.8,27.2,69.8,13.7,35.7,12.5,37.2,3.3,15.2
17011,14.1,26.2,21.7,6.5,9.6,84.1,6.1,72.7,64.4,7.3,26.7,22.0,20.3,65.3,9.2,2.6,26.9,71.0,14.2,34.4,12.1,33.4,3.0,13.5
17013,13.2,26.8,21.8,6.6,9.9,83.1,6.4,72.1,63.9,8.0,26.6,21.4,22.4,62.5,9.0,2.6,26.5,70.0,15.0,33.8,12.6,34.7,3.1,14.6
17015,13.0,26.4,22.0,6.5,9.6,83.8,6.0,72.6,64.0,7.3,27.7,23.1,20.9,63.4,8.8,2.5,25.8,70.6,14.1,34.3,11.7,34.0,2.9,13.3
17017,18.0,26.9,20.2,6.4,10.0,82.3,6.7,72.1,60.8,8.3,25.6,20.2,22.3,59.4,10.2,2.9,30.1,69.1,15.1,36.6,13.6,35.9,3.3,17.3
17019,11.8,25.4,19.7,6.3,9.4,83.7,6.0,74.7,65.4,6.6,27.1,23.3,17.5,66.6,9.8,2.7,24.9,72.5,12.9,30.8,11.5,34.6,3.0,12.0
17021,13.7,26.6,21.8,6.5,10.0,83.0,6.5,72.4,62.1,8.1,26.6,20.5,22.2,62.1,9.3,2.7,28.0,68.4,15.0,35.7,12.9,36.1,3.2,15.7
17023,12.9,26.9,21.3,6.6,9.9,83.4,6.4,72.4,63.4,7.9,26.3,21.7,22.2,62.1,9.1,2.6,26.8,69.6,14.9,32.6,12.6,34.5,3.1,15.1
17025,13.3,27.2,21.0,6.6,10.1,82.8,6.6,72.3,62.1,8.2,26.0,20.9,22.6,61.3,9.5,2.7,28.0,68.7,15.2,34.7,13.0,35.3,3.2,15.4
17027,12.7,25.2,22.0,6.5,9.4,84.6,5.9,72.8,64.1,7.0,28.0,23.7,19.9,64.9,8.5,2.5,24.4,72.0,13.6,33.7,11.3,34.8,2.9,13.0
17029,13.0,27.9,20.0,6.6,10.3,82.7,6.8,73.5,62.0,8.3,25.3,21.8,21.9,60.3,10.1,2.9,26.8,70.0,15.4,34.2,13.4,34.2,3.3,15.4
17031,18.6,21.2,20.6,6.0,9.4,82.7,5.6,75.4,61.9,6.0,22.4,21.6,16.1,64.4,10.2,2.9,24.2,75.7,11.9,30.1,11.1,36.1,3.2,11.5
17033,13.7,26.7,22.2,6.5,9.8,83.0,6.3,72.6,63.6,7.7,26.4,22.5,21.6,63.6,9.2,2.7,26.5,69.7,14.5,33.9,12.4,34.4,3.1,14.3
17035,13.2,27.0,21.6,6.6,10.0,83.3,6.5,72.2,62.8,8.1,25.9,21.7,22.6,61.4,9.2,2.7,27.1,69.1,15.1,32.6,12.8,34.8,3.1,15.1
17037,12.9,26.2,20.2,6.5,9.7,84.8,6.0,73.4,64.8,6.9,28.1,23.0,18.6,64.1,9.1,2.7,26.0,70.1,13.8,33.9,11.7,34.2,3.0,12.8
17039,12.8,26.9,21.6,6.6,9.7,84.0,6.1,72.6,64.1,7.4,26.8,21.7,20.6,63.9,8.9,2.6,25.3,70.3,14.3,34.2,12.0,34.4,2.9,13.5
17041,15.0,26.6,21.0,6.6,10.1,82.8,6.5,72.0,62.2,8.2,25.8,21.3,22.2,61.6,9.4,2.7,27.4,68.7,15.2,34.3,13.1,34.5,3.2,15.9
17043,11.8,19.6,20.5,6.3,8.4,83.1,4.8,73.2,63.6,5.0,29.8,24.3,14.2,69.8,7.7,2.3,20.6,72.4,11.0,25.1,8.8,30.6,2.4,9.1
17045,12.8,27.2,22.0,6.6,9.9,83.5,6.2,72.6,63.0,7.7,26.5,22.3,22.0,64.1,8.9,2.6,26.2,70.8,14.7,34.2,12.3,34.8,3.0,14.2
17047,12.2,26.3,22.1,6.6,9.8,84.1,6.0,72.4,64.9,7.4,27.7,22.0,20.9,65.4,8.6,2.5,25.6,70.0,14.4,35.2,12.0,34.5,2.9,13.2
17049,12.3,26.1,22.3,6.6,9.6,84.3,6.0,72.4,65.6,7.2,26.9,22.9,20.3,66.4,8.5,2.5,24.7,71.6,14.0,31.4,11.7,34.1,2.9,12.9
17051,15.6,28.3,20.9,6.5,10.4,81.6,7.3,72.2,59.8,9.3,24.3,20.4,25.2,55.8,10.5,3.0,29.8,68.8,16.2,36.4,14.5,35.9,3.6,18.4
17053,13.4,27.0,21.2,6.6,10.0,83.1,6.5,72.5,62.4,8.0,26.3,21.3,22.1,62.2,9.2,2.7,26.7,68.9,15.0,34.3,12.9,35.5,3.1,15.1
17055,14.1,29.3,20.2,6.6,10.5,82.1,7.1,72.7,60.4,9.1,25.2,20.2,24.7,60.7,10.4,2.9,29.4,68.6,16.2,37.7,14.2,36.2,3.5,17.2
17057,14.5,27.0,21.3,6.5,10.0,82.6,6.7,72.6,62.6,8.4,25.7,20.7,23.1,60.2,9.7,2.8,27.9,67.9,15.1,34.1,13.3,36.1,3.3,15.8
17059,14.5,28.9,20.4,6.6,10.6,81.8,7.3,72.2,60.4,9.3,24.6,20.2,25.0,58.0,10.3,3.0,29.4,67.4,16.5,37.1,14.6,36.2,3.6,18.1
17061,14.1,27.2,21.5,6.5,10.0,82.5,6.6,72.2,61.8,8.4,25.5,20.6,23.4,60.6,9.5,2.7,27.5,69.4,15.4,34.5,13.2,35.4,3.2,16.3
17063,12.7,25.0,21.6,6.5,9.3,85.3,5.6,73.1,65.3,6.4,27.4,23.9,18.0,68.5,8.3,2.4,23.5,71.8,13.0,32.6,10.7,33.0,2.7,11.3
17065,12.7,26.5,22.4,6.6,9.8,83.9,6.1,72.2,63.8,7.6,27.3,21.8,21.3,64.2,8.7,2.6,25.5,70.5,14.5,32.7,12.2,33.7,3.0,14.0
17067,12.6,27.1,21.4,6.6,9.8,83.6,6.2,72.1,63.6,7.5,27.1,22.0,21.1,64.2,8.8,2.6,25.2,70.2,14.4,31.7,12.2,35.4,3.0,13.8
17069,15.0,27.9,21.0,6.6,10.5,81.9,7.2,72.0,60.5,9.2,24.2,20.7,24.9,58.4,10.1,2.9,29.4,68.2,16.4,35.8,14.4,36.0,3.5,17.9
17071,13.0,26.9,21.6,6.5,9.7,83.8,6.0,72.3,64.9,7.5,26.5,21.9,21.3,65.1,8.7,2.5,25.5,69.3,14.6,36.4,12.0,34.4,2.9,13.8
17073,13.0,25.9,22.4,6.6,9.6,84.1,6.0,73.0,65.6,7.2,27.3,22.6,20.3,65.7,8.7,2.6,25.5,71.6,14.0,33.1,11.8,34.1,2.9,13.1
17075,14.5,27.1,21.0,6.5,9.9,83.0,6.6,72.5,61.1,8.0,25.7,20.5,22.0,61.1,9.5,2.7,27.6,67.8,14.9,36.5,12.8,35.1,3.2,15.5
17077,13.2,27.7,19.1,6.5,10.4,82.3,6.9,74.4,62.3,8.0,26.0,20.6,21.5,60.8,10.9,3.1,27.1,70.4,14.9,34.0,13.4,37.0,3.5,15.5
17079,12.8,26.4,21.9,6.6,9.9,83.6,6.3,72.3,63.4,7.7,26.2,21.5,21.5,64.5,8.8,2.6,25.9,70.4,14.7,34.1,12.3,35.1,3.0,14.2
17081,14.6,27.3,20.3,6.5,10.2,82.8,6.8,73.0,62.1,8.3,24.8,20.7,22.6,58.7,10.1,2.9,28.0,69.0,15.2,38.2,13.5,35.7,3.4,15.8
17083,12.1,26.0,22.2,6.6,9.6,84.3,5.9,72.7,65.3,7.2,27.1,23.1,20.3,66.7,8.5,2.5,24.8,71.2,14.1,33.5,11.6,34.1,2.8,12.8
17085,12.2,26.2,22.0,6.5,9.4,84.5,5.9,72.7,64.2,7.0,27.7,23.3,19.4,66.5,8.5,2.5,24.0,71.6,13.7,31.9,11.4,33.3,2.8,12.6
17087,15.2,27.0,21.3,6.5,10.0,83.0,6.7,72.7,62.1,8.2,25.7,21.7,22.9,60.3,9.7,2.8,27.5,69.6,14.9,36.1,13.2,35.8,3.3,15.9
17089,16.9,23.8,19.8,6.2,8.9,85.2,5.5,73.1,62.7,6.2,27.8,20.5,15.9,66.3,9.2,2.6,23.5,69.7,12.3,31.1,11.0,32.1,2.8,11.7
17091,15.1,26.6,19.6,6.4,10.3,83.8,6.4,74.1,62.6,7.6,26.0,21.8,20.7,62.3,10.2,2.8,27.3,71.5,14.6,36.4,12.7,36.6,3.3,14.3
17093,12.9,24.7,22.1,6.4,8.9,86.5,5.1,73.7,67.2,5.5,28.6,24.7,15.3,72.3,8.4,2.3,22.0,75.1,11.7,32.7,9.7,32.8,2.5,9.7
17095,14.9,27.1,21.2,6.5,10.1,82.4,6.9,72.2,60.8,8.4,24.3,20.5,23.3,58.5,10.2,2.9,28.9,68.2,15.3,37.7,13.5,37.2,3.4,16.7
17097,13.4,22.5,19.9,6.2,8.4,84.3,5.2,73.3,66.7,5.5,28.5,20.5,14.8,70.2,8.6,2.4,23.0,71.8,11.6,27.3,9.9,32.3,2.5,10.0
17099,14.5,26.6,20.7,6.5,9.8,83.1,6.3,72.6,62.1,7.7,26.7,20.6,21.8,61.1,9.4,2.7,25.8,67.4,14.4,36.1,12.5,35.9,3.1,14.9
17101,16.0,27.4,21.3,6.5,9.9,82.2,6.9,72.6,61.2,8.6,24.7,20.6,23.9,57.8,10.4,2.9,29.4,68.7,15.2,37.4,13.7,36.8,3.5,17.2
17103,14.2,24.7,21.7,6.5,9.6,83.9,6.2,72.7,61.8,7.4,26.5,21.6,21.0,65.0,9.1,2.6,25.8,70.2,14.0,33.6,11.9,34.9,3.0,13.8
17105,14.4,27.4,21.1,6.5,10.0,83.0,6.4,72.6,62.9,7.9,25.3,21.7,21.8,62.1,9.4,2.7,27.8,69.1,14.8,35.1,12.7,35.6,3.1,15.2
17107,13.6,26.5,21.0,6.6,9.8,84.1,6.0,73.4,64.1,7.3,26.8,23.2,20.3,63.9,9.1,2.6,25.4,71.0,14.1,34.3,11.9,35.3,3.0,13.7
17109,12.2,27.2,20.7,6.6,9.9,83.7,6.4,73.4,63.5,7.6,26.7,21.5,20.3,63.1,9.5,2.8,25.3,69.9,14.4,35.2,12.5,35.7,3.1,13.9
17111,12.1,23.7,22.5,6.5,9.0,85.8,5.3,72.9,64.5,6.0,32.2,26.3,16.0,71.0,8.0,2.3,21.9,73.0,12.0,31.5,10.2,33.6,2.5,10.1
17113,11.1,24.0,20.8,6.5,9.3,85.3,5.6,74.2,66.0,6.2,27.9,21.8,17.2,70.7,8.5,2.5,23.0,72.1,12.6,30.1,10.7,33.3,2.7,11.0
17115,13.5,27.1,20.7,6.5,10.3,84.1,6.3,74.6,64.7,7.7,26.4,19.8,21.2,62.3,10.1,2.8,26.8,71.2,14.8,34.3,12.9,36.2,3.3,15.0
17117,12.7,27.1,21.2,6.6,9.9,83.4,6.3,72.4,63.0,7.8,26.5,21.9,21.4,63.4,9.0,2.6,25.5,68.8,14.7,33.0,12.5,33.3,3.1,14.6
17119,12.3,27.1,22.5,6.5,9.8,85.4,6.0,73.9,66.9,7.2,25.7,21.9,20.6,65.4,9.1,2.6,27.8,73.1,14.2,33.6,12.1,35.5,3.0,13.3
17121,14.2,28.2,20.5,6.6,10.3,82.4,6.9,72.9,59.3,8.6,25.5,20.3,23.5,58.2,9.9,2.9,28.7,68.3,15.9,33.6,13.7,36.7,3.4,16.7
17123,12.9,26.5,21.7,6.5,9.7,83.8,6.1,72.4,64.0,7.5,26.9,21.8,21.3,64.0,8.9,2.6,25.8,70.4,14.5,35.4,12.2,35.3,3.0,13.8
17125,13.8,27.6,21.2,6.5,10.1,82.6,6.7,72.4,61.6,8.4,25.2,20.7,23.2,61.4,9.6,2.8,27.7,68.6,15.5,34.1,13.4,35.6,3.3,16.2
17127,14.6,28.0,20.2,6.6,10.5,82.5,6.9,72.9,61.1,8.7,24.8,20.4,23.8,58.3,10.2,2.9,29.3,69.0,16.0,35.1,13.9,36.4,3.5,17.3
17129,11.7,25.4,21.8,6.6,9.5,84.7,5.7,72.5,64.9,6.9,28.6,23.8,19.5,66.6,8.3,2.4,24.1,71.9,13.7,32.3,11.2,33.9,2.8,12.1
17131,12.7,26.0,22.2,6.6,9.7,83.8,6.1,72.3,64.9,7.4,27.6,23.2,20.8,65.1,8.6,2.5,25.2,71.2,14.3,35.0,11.8,34.2,2.9,13.6
17133,10.0,24.8,22.8,6.6,9.0,86.0,5.1,73.1,69.0,5.9,29.4,24.4,17.0,71.7,7.4,2.2,20.8,72.7,12.3,31.7,9.8,32.2,2.4,9.6
17135,14.5,26.5,21.0,6.5,10.0,82.8,6.7,72.4,61.2,8.3,25.5,20.5,22.9,62.2,9.8,2.8,28.0,70.1,15.1,35.0,13.2,35.6,3.3,16.2
17137,13.5,27.5,21.0,6.5,9.9,83.5,6.4,73.0,63.9,7.8,26.5,22.0,21.8,62.0,9.6,2.7,26.7,69.9,14.6,36.1,12.8,35.5,3.2,14.7
17139,13.2,26.7,22.1,6.6,10.1,83.6,6.2,72.3,62.6,7.9,26.6,21.6,21.9,62.6,8.8,2.6,26.2,70.5,14.9,32.6,12.5,34.9,3.0,14.5
17141,13.9,25.0,21.6,6.5,9.6,84.1,6.1,72.7,63.2,7.3,27.5,22.3,20.4,65.2,9.0,2.6,26.8,70.5,14.1,33.6,12.0,35.6,2.9,13.6
17143,13.1,26.7,18.6,6.5,10.1,83.3,6.2,74.9,62.0,7.2,26.9,21.4,18.9,63.2,10.0,2.8,25.3,71.3,14.0,37.6,12.0,35.1,3.2,13.8
17145,15.8,27.6,21.2,6.5,10.0,82.4,7.0,72.9,61.8,8.6,25.6,20.4,24.1,57.6,10.2,2.9,29.1,69.0,15.2,35.5,13.6,37.1,3.5,16.8
17147,10.9,24.7,22.5,6.6,9.3,85.4,5.4,72.8,66.9,6.4,28.9,23.8,18.2,69.1,7.7,2.3,22.6,72.9,13.0,31.4,10.4,32.5,2.6,11.0
17149,14.2,27.9,20.7,6.5,10.2,82.4,6.8,72.6,62.4,8.7,25.2,20.3,23.7,60.1,9.8,2.8,28.2,68.9,15.7,35.9,13.6,35.1,3.3,16.7
17151,13.8,26.9,21.6,6.6,10.1,83.4,6.4,72.8,62.7,8.0,25.9,21.3,22.5,62.2,9.1,2.7,26.7,70.1,15.0,33.7,12.7,35.6,3.1,15.1
17153,16.5,29.0,18.2,6.3,11.3,82.2,7.5,75.3,60.2,9.3,22.2,18.9,25.3,53.3,13.0,3.4,32.7,70.7,16.8,40.4,15.6,39.5,4.3,21.0
17155,12.9,25.5,22.5,6.5,9.4,84.4,5.9,72.5,64.9,7.1,27.5,22.0,20.3,66.1,8.5,2.5,24.8,70.4,13.8,32.4,11.5,34.1,2.8,12.8
17157,16.0,27.1,21.4,6.4,10.0,82.5,6.9,73.1,61.3,8.5,24.9,21.0,23.9,57.2,10.2,2.9,28.4,68.1,15.1,36.7,13.6,36.9,3.5,17.4
17159,13.1,26.8,21.1,6.6,10.1,83.1,6.6,72.4,62.4,8.1,25.8,21.0,21.9,62.5,9.4,2.7,26.6,69.6,15.1,34.3,13.0,34.9,3.2,15.1
17161,14.8,25.9,20.9,6.4,9.6,84.1,6.2,73.1,65.4,7.3,24.8,22.2,20.6,63.9,9.7,2.7,26.6,72.7,14.1,34.9,12.3,35.5,3.1,13.7
17163,13.5,28.0,18.8,6.4,10.4,85.3,6.2,76.2,65.2,7.3,24.7,23.5,19.3,63.0,10.5,2.9,29.0,72.4,14.0,40.2,12.6,38.3,3.4,14.4
